2020-06-08 00:00:33.147 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:07:44.679 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.addCourseToStudent()
2020-06-08 00:07:44.679 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求参数:[Course(id=null, name=null, courseType=null, credit=null, signStime=null, signEtime=null, examStime=null, examEtime=null, courseTypeName=null, teachersName=null, studentNum=null, teacherIds=null, ids=[8e1675f3eaba4561a1dc235701062270], score=null, status=null, isCanDelete=null)]
2020-06-08 00:07:44.679 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:07:44.679 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:07:44.706 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:07:44.706 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"添加成功","status":200}
2020-06-08 00:07:44.727 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:07:44.727 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求url:/course/mycourse
2020-06-08 00:07:44.727 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:07:44.727 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:07:44.727 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getSelectedCourse()
2020-06-08 00:07:44.727 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, org.apache.catalina.session.StandardSessionFacade@2808ffda]
2020-06-08 00:07:44.727 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:07:44.727 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:07:44.743 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:07:44.743 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":7,"data":[{"score":85,"courseTypeName":"专业必修","name":"操作系统","teachersName":"李老师","credit":4,"status":1},{"score":0,"courseTypeName":"专业必修","name":"大学英语","teachersName":"高老师","credit":2,"status":0},{"score":0,"courseTypeName":"公共选修","name":"大学物理","teachersName":"李老师","credit":2,"status":0},{"score":88,"courseTypeName":"公共必修","name":"高数","teachersName":"张老师","credit":2,"status":1},{"score":0,"courseTypeName":"专业必修","name":"存储","teachersName":"李老师","credit":1,"status":0},{"score":0,"courseTypeName":"专业必修","name":"aa","teachersName":"李老师","credit":1,"status":0},{"score":0,"courseTypeName":"专业选修","name":"大学语文","teachersName":"高老师","credit":1,"status":0}],"status":200}
2020-06-08 00:08:03.151 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:08:03.151 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求url:/course/center
2020-06-08 00:08:03.151 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:08:03.151 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:08:03.151 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getCourseByTeacher()
2020-06-08 00:08:03.151 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, org.apache.catalina.session.StandardSessionFacade@2808ffda]
2020-06-08 00:08:03.152 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:08:03.152 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:08:03.162 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:08:03.162 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":0,"data":[],"status":200}
2020-06-08 00:08:17.444 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:08:17.444 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求url:/course/mycourse
2020-06-08 00:08:17.444 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:08:17.444 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:08:17.444 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getSelectedCourse()
2020-06-08 00:08:17.444 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, org.apache.catalina.session.StandardSessionFacade@2808ffda]
2020-06-08 00:08:17.445 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:08:17.445 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:08:17.458 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:08:17.458 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":7,"data":[{"score":85,"courseTypeName":"专业必修","name":"操作系统","teachersName":"李老师","credit":4,"status":1},{"score":0,"courseTypeName":"专业必修","name":"大学英语","teachersName":"高老师","credit":2,"status":0},{"score":0,"courseTypeName":"公共选修","name":"大学物理","teachersName":"李老师","credit":2,"status":0},{"score":88,"courseTypeName":"公共必修","name":"高数","teachersName":"张老师","credit":2,"status":1},{"score":0,"courseTypeName":"专业必修","name":"存储","teachersName":"李老师","credit":1,"status":0},{"score":0,"courseTypeName":"专业必修","name":"aa","teachersName":"李老师","credit":1,"status":0},{"score":0,"courseTypeName":"专业选修","name":"大学语文","teachersName":"高老师","credit":1,"status":0}],"status":200}
2020-06-08 00:09:12.012 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:09:12.014 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求url:/course/list
2020-06-08 00:09:12.014 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:09:12.014 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:09:12.014 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getListByPage()
2020-06-08 00:09:12.014 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, ]
2020-06-08 00:09:12.015 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:09:12.015 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:09:12.038 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:09:12.038 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":7,"data":[{"courseType":4,"courseTypeName":"公共选修","name":"大学物理","teachersName":"李老师,张老师","id":"3ec1ce34d6f542c1ac13fcf0b9224690","credit":2,"studentNum":1},{"courseType":3,"courseTypeName":"公共必修","name":"高数","teachersName":"高老师,张老师","id":"86c23626e20e4506947502052d8487a2","credit":2,"studentNum":1},{"courseType":1,"courseTypeName":"专业必修","name":"大学英语","teachersName":"高老师","id":"a3827e5a0bcb4b29a1a531baddd395a8","credit":2,"studentNum":1},{"courseType":1,"courseTypeName":"专业必修","name":"操作系统","teachersName":"李老师,张老师","id":"a705b137ed6a4e0a96e517ce311120d9","credit":4,"studentNum":1},{"courseType":2,"courseTypeName":"专业选修","name":"大学语文","teachersName":"张老师,高老师","id":"cb91ba59beca4a7cab1ac89b1ed50488","credit":1,"studentNum":1},{"courseType":1,"courseTypeName":"专业必修","name":"存储","teachersName":"李老师","id":"ede5d2ddee60431e929ac05c5770e972","credit":1,"studentNum":1},{"courseType":1,"courseTypeName":"专业必修","name":"aa","teachersName":"李老师","id":"f6ea624a4fad46c0b0dcf17839293387","credit":1,"studentNum":1}],"status":200}
2020-06-08 00:09:13.501 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:09:13.502 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求url:/course/mycourse
2020-06-08 00:09:13.502 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:09:13.502 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:09:13.502 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getSelectedCourse()
2020-06-08 00:09:13.502 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, org.apache.catalina.session.StandardSessionFacade@2808ffda]
2020-06-08 00:09:13.502 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:09:13.503 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:09:13.525 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:09:13.526 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":7,"data":[{"score":85,"courseTypeName":"专业必修","name":"操作系统","teachersName":"李老师","credit":4,"status":1},{"score":0,"courseTypeName":"专业必修","name":"大学英语","teachersName":"高老师","credit":2,"status":0},{"score":0,"courseTypeName":"公共选修","name":"大学物理","teachersName":"李老师","credit":2,"status":0},{"score":88,"courseTypeName":"公共必修","name":"高数","teachersName":"张老师","credit":2,"status":1},{"score":0,"courseTypeName":"专业必修","name":"存储","teachersName":"李老师","credit":1,"status":0},{"score":0,"courseTypeName":"专业必修","name":"aa","teachersName":"李老师","credit":1,"status":0},{"score":0,"courseTypeName":"专业选修","name":"大学语文","teachersName":"高老师","credit":1,"status":0}],"status":200}
